SERVICE_ID,BLOCK_ID,PULLOUTTIME,PULLINTIME
19,60141,14340,89970
19,60142,15210,90420
19,60143,16590,73740
19,60144,20340,66540
19,60145,23940,70140
19,60146,28350,93660
19,60147,31980,91770
19,60148,32940,92220
19,60261,14070,91890
19,60262,14820,91140
19,60263,15330,90630
19,60264,18330,91470
19,60265,13440,92880
19,60266,15120,91260
19,60267,29940,64980
19,60268,29220,72180
19,60269,33540,68580
19,60380,9630,71910
19,60381,13230,82230
19,60382,18660,84240
19,60383,20430,89430
19,60384,18540,66180
19,60385,20460,73500
19,60386,24120,94260
19,60387,26520,91620
19,60388,30120,82500
19,60389,33420,86100
19,62031,18840,88080
19,62032,19920,86460
19,66101,16800,87840
19,66102,20400,91440
19,66103,19080,89100
20,60001,22860,90150
20,60002,15000,66180
20,60003,19230,91950
20,60004,30150,93750
20,60005,17100,69780
20,60006,11190,90120
20,60007,14670,91680
20,60008,32580,73380
20,60140,12210,93570
20,60141,14340,89970
20,60142,15210,90420
20,60143,16590,73740
20,60144,20340,66540
20,60145,23940,70140
20,60146,28350,93660
20,60147,31980,91770
20,60148,32940,92220
20,60261,14070,91890
20,60262,14820,91140
20,60263,15330,90630
20,60264,18330,91470
20,60265,13440,92880
20,60266,15120,91260
20,60267,29940,64980
20,60268,29220,72180
20,60269,33540,68580
20,60380,9630,71910
20,60381,13230,82230
20,60382,18660,84240
20,60383,20430,89430
20,60384,18540,66180
20,60385,20460,73500
20,60386,24120,94260
20,60387,26520,91620
20,60388,30120,82500
20,60389,33420,86100
20,62031,18840,88080
20,62032,19920,86460
21,60001,14340,92070
21,60002,15390,82800
21,60003,16110,83370
21,60004,17730,36000
21,60005,17760,67320
21,60006,22710,31620
21,60007,20490,70920
21,60008,19530,86430
21,60009,22140,92100
21,60010,24510,90000
21,60011,56580,89550
21,60012,57330,85200
21,60140,12090,83640
21,60141,13650,34770
21,60142,14610,35040
21,60143,15750,90120
21,60144,16410,85440
21,60145,16710,69870
21,60146,18090,80880
21,60147,18240,91920
21,60148,20910,38370
21,60149,20220,89220
21,60150,21900,67500
21,60151,27030,91020
21,60152,53880,93720
21,60153,56910,92820
21,60260,11940,83820
21,60261,14280,83400
21,60262,13140,88260
21,60263,15840,91320
21,60264,16500,92820
21,60265,14580,66990
21,60266,16920,38370
21,60267,16080,90240
21,60268,18720,33150
21,60269,21360,34920
21,60270,20640,93120
21,60271,24060,91620
21,60272,52500,70620
21,60273,56220,80640
21,60380,9630,94830
21,60381,11430,70560
21,60382,13230,83010
21,60383,14970,84690
21,60384,16950,86490
21,60385,17370,79410
21,60386,18630,94350
21,60387,20880,29790
21,60388,21690,30690
21,60389,59640,91890
21,60390,16260,82500
21,60391,17940,35700
21,60392,19050,32250
21,60393,19620,85980
21,60394,24060,66420
21,60395,54000,72240
21,60396,55860,69000
21,60397,57720,94140
21,62031,18840,87660
21,62032,19800,86760
21,66101,14520,0
21,66102,14820,88500
21,66103,16320,38280
21,66104,16620,36720
21,66105,18120,0
21,66106,18420,34680
21,66107,52320,74280
21,66108,55920,72720
21,66109,59520,70680
902,88411,25200,84120
902,88412,25200,83760
902,88413,25920,82680
902,88414,26640,83400
1002,88401,25020,82920
1002,88402,25200,83760
1002,88403,26100,84000
1002,88404,25560,83460
1002,88501,25200,49140
1002,88502,55800,68940
1521,66101,14520,0
1521,66105,18120,0
1621,66101,14520,90300
1621,66105,18120,93900
